Yarn Demand Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarn,Supplier,Description,Color,Monday Inventory,Total Demand,Total Receipt,Balance,Past Due Receipts,,Demand This Week,Receipts This Week,Balance This Week,,Demand Week 37,Receipts Week 37,Balance Week 37,,Demand Week 38,Receipts Week 38,Balance Week 38,,Demand Week 39,Receipts Week 39,Balance Week 39,,Demand Week 40,Receipts Week 40,Balance Week 40,,Demand Week 41,Receipts Week 41,Balance Week 41,,Demand Week 42,Receipts Week 42,Balance Week 42,,Demand Week 43,Receipts Week 43,Balance Week 43,,Demand Week 44,Receipts Week 44,Balance Week 44,,Demand Later,Receipts Later,Balance Later
18517,DECA GLOBAL,1/100/96 100% Polyester Natural Z ,Natural,131.001316,64.8802,0,66.121116,0,,64.8802,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116,,0,0,66.121116
18966,Betareks A. S.,1/69 100% Lurex Silver 2X20 silver lurex ,Silver,168,416,250,2.00000000000006,250,,95.7721691088522,0,72.2278308911478,,95.7721691088522,0,-23.5443382177044,,95.7721691088522,0,-119.316507326557,,95.7721691088522,0,-215.088676435409,,32.9113235645912,0,-248,,0,0,-248,,0,0,-248,,0,0,-248,,0,0,-248,,0,0,-248
18565,MERIDIAN SPECIALTY YARN GROUP INC,2/450/288 100% Polyester Mink ,Mink,73.571392,0,0,73.571392,0,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392,,0,0,73.571392
18929,The LYCRA Company LLC,1/40 100% Lycra Bright Non-Compliant ,Bright,802.3398322,1907.0731,3200,2095.2667322,0,,699.941511492494,0,102.398320707506,,398.973794701588,800,503.424526005919,,301.77343662624,0,201.651089379679,,174.463812804048,0,27.1872765756309,,107.863057753524,800,719.324218822107,,82.3365591230172,0,636.98765969909,,65.7559435265661,0,571.231716172524,,51.5314811780846,800,1319.70023499444,,24.4335027944396,0,1295.2667322,,0,800,2095.2667322
19031,BUHLER QUALITY YARNS CORP,36/1 45/40/15 Modacrylic/Lenzing FR/Twaron Black MVS,Black,110.579216,6.3954,0,104.183816,0,,6.3954,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816,,0,0,104.183816
18733,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Orange LW TK poly 4015-01725-A ,Orange,650.20336,576,0,74.20336,0,,544.089361265066,0,106.113998734934,,31.9106387349336,0,74.20336,,0,0,74.20336,,0,0,74.20336,,0,0,74.20336,,0,0,74.20336,,0,0,74.20336,,0,0,74.20336,,0,0,74.20336,,0,0,74.20336
11648,SAPONA,1/40/34 100% Nylon Semi Dull STR ,Semi Dull,126.613737,4.88,0,121.733737,0,,4.88,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737,,0,0,121.733737
19093,CELANESE,1/40/1 100% Neolast Natural ,Natural,172.5208658,11.28779,0,161.2330758,0,,11.28779,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758,,0,0,161.2330758
18725,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Lookout 4015-0178-A ,Lookout,162.910644,0,0,162.910644,0,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644,,0,0,162.910644
11409,TOPL,1/20/12 100% Polyester Semi Dull ,Semi Dull,165,1.467,0,163.533,0,,1.467,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533,,0,0,163.533
12428,UNIFI,1/100/96 100% Polyester Natural STWSTR ,Natural,221,55.7511,0,165.2489,0,,55.7511,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489,,0,0,165.2489
14223,SPUNLAB,30/1 85/15 Modacrylic/Tencel Natural PCG100 RS,Natural,166.9,1.2864,0,165.6136,0,,1.2864,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136,,0,0,165.6136
11505,UNIFI,1/2000/408 100% Polyester BLK/BRN SATUR ,BLK/BRN,169.048344,0,0,169.048344,0,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344,,0,0,169.048344
13794,SPUNLAB,30/1 55/45 Modacrylic/Karded Cotton Natural PRTXC ,Natural,181.8,0,0,181.8,0,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8,,0,0,181.8
18992,PARKDALE YARN MILLS,30/1 50/37/13 Polyester/Modal Rayon/Karded Cotton Natural RS,Natural,201.164,0,0,201.164,0,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164,,0,0,201.164
11427,OMARA TEXTILES,1/145/34 100% Polyester Almond H75 ,Almond,212.464264,0,0,212.464264,0,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264,,0,0,212.464264
18229,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester LT GREY ,LT GREY,330.5197428,112,0,218.5197428,0,,112,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428,,0,0,218.5197428
18645,BUHLER QUALITY YARNS CORP,24/1 85/15 Modacrylic/Tencel Natural MVS,Natural,1892.780776,1669.0387,7171.1,7394.842076,7171.1,,1669.0387,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001,,0,0,223.742076000001
18413,DECA GLOBAL,1/300/72 100% Polyester Natural STR ,Natural,236,0,42000,42236,42000,,0,0,236,,0,0,236,,0,0,236,,0,0,236,,0,0,236,,0,0,236,,0,0,236,,0,0,236,,0,0,236,,0,0,236
18430,SPUNLAB,30/1 100% Celliant Natural ,Natural,414.200856,128.142,0,286.058856,0,,128.142,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856,,0,0,286.058856
18832,HICKORY THROWING COMPANY,30/1 60/40 Recycled Polyester/Recycled Cotton Marino OE,Marino,509.628184,219.78,0,289.848184,0,,219.78,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184,,0,0,289.848184
13777,NANY,1/40/24 100% Polyester Semi Dull ,Semi Dull,303.9547026,0.0574000000000003,0,303.8973026,0,,0.0574000000000003,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026,,0,0,303.8973026
18086,KC TEX INC,30/1 100% Rayon Natural ,Natural,911,598.75,0,312.25,0,,598.75,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25,,0,0,312.25
18452,DECA GLOBAL,1/150/72 100% Polyester BLK/WHT STRIAT ,BLK/WHT,1752.879336,1419.873,0,333.006336,0,,1419.873,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336,,0,0,333.006336
11536,BURLINGTON MANUFACTURING SERVICE,1/150/34 100% Polyester ROBINSEGG 340320 ,ROBINSEGG,348.228076,6.935,0,341.293076,0,,6.935,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076,,0,0,341.293076
18817,UNIFI,2/70/68 100% Polyester Natural Cationic ,Natural,412.4,50,0,362.4,0,,50,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4,,0,0,362.4
18774,PARKDALE YARN MILLS,28/1 78/22 Modacrylic/Rayon Natural MVS,Natural,1222.9957718,927.3756,0,295.6201718,0,,856.098008331425,0,366.897763468575,,71.2775916685753,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718,,0,0,295.6201718
18414,DECA GLOBAL,3/300/72 100% Polyester Natural ,Natural,6968.9067564,6750.828,34424,34642.0787564,34424,,6596.92564860131,0,371.981107798691,,153.90235139869,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564,,0,0,218.0787564
18307,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester IRIS ,IRIS,1269.0156544,1153.5913,63,178.4243544,-1092,,888.998296305715,0,380.017358094285,,197.406996305715,1155,1337.61036178857,,67.1860073885702,0,1270.4243544,,0,0,1270.4243544,,0,0,1270.4243544,,0,0,1270.4243544,,0,0,1270.4243544,,0,0,1270.4243544,,0,0,1270.4243544,,0,0,1270.4243544
18753,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Sandstone 4015-01670 ,Sandstone,583,143,0,440,0,,143,0,440,,0,0,440,,0,0,440,,0,0,440,,0,0,440,,0,0,440,,0,0,440,,0,0,440,,0,0,440,,0,0,440
